,Texto,Sentimento
29304,e quando eu vejo coisas romanticas no face ai eu penso vou marcar e nao tenho quem marcar,triste
29305,indo trabalhar  chega logo feriado <3,triste
29306,uns pagando para ser beijado. interessante nem eu pagando cinema ou uma cerveja no bar a garota tem interesse,triste
29307,"confiamos no nosso futuro presidente  levantará a pauta óbvia pra recuperar a ""perda"" da união com o acordo com os caminhoneiros.  diminuir os gastos abusivos com a classe política, enquanto o trabalhador comum gasta metade do salário pra pagar impostos!",triste
29308,"deu uma saudade de  mas o hd com todas as temporadas, que meu amigo baixou para mim, ficou no sul! ",triste
29309,frangos canibais!,triste
29310,meu celular quebrou,triste
29311,o melhor da copa na minha infância e adolescência era enfeitar minha rua!! saudades mesmo viu .. o problema é que não existe mais infância e a magia da copa,triste
29312,ngm mais fala cmg,triste
29313,"triste comparação. triste realidade. o brasil precisa de um milagre. não apenas de cima para baixo. mas de todas as instâncias. pq na hora do caos,  os afetados não se apoiam.... eles fazem os outros de apoio para tirar vantagem.   ",triste
29314,a mim parece me que jaime marta soares e seus pares andam a tomar decisões danosas e gravosas para o clube e estas completamente à revelia de sócios e direção. logo para mim a haver uma destituição seria a dele e com um posterior processo disciplinar.,triste
29315,eu só queria ter ido ao rodízio de hambúrguer no los burguer ontem.,triste
29316,"pedi pra me indicarem séries, e indicaram só as que eu já olhei ksjsjsj",triste
29317,"cansei de política, agora vou reclamar que o cartola da pouco dinheirinho pra quem tá começando e tive que escalar o rogério micale de técnico ",triste
29318,"acabei de rasgar a folha do meu trabalho, vou ter que copiar tudo novamente. ",triste
29319,meu filho acaba de rasgar meu album da copa,triste
29320,"a pessoa te humilha, sem nem ter a coragem de falar na tua cara, e vc volta correndo pra pessoa...",triste
29321,tava felizao que ia pra caxambu esse fds e so achei msm kkkk,triste
29322,ruim n é a fila do posto ruim é a fila no coração da mina....ser a 10° opção......,triste
29323,"minha carência antigamente, tinha nome e um sorriso lindo, hjo em dia tem mais nda hahahaha ",triste
29324,esperando alguém colocar silicone e não sou eu,triste
29325,meu gatinho tá doente   isso,triste
29326,e acabou mais um! &,triste
29327,"vai se fuder se fosse vaga pra fuma um verdin ia aparecer um monte de nego, mas como é lol ninguém vem ",triste
29328,"bah... você volta de viagem e encontra seu país em um caos, sem perspectiva de melhoras... cada dia mais sendo abandonado pelo governo... ",triste
29329,não curtiu nada meu to triste —,triste
29330,decepção do dia foi: não poderei levar minhas cria junto na mudança   jsdhjshdjshd segundo minha mãe isso tá muito feio,triste
29331,"hastag somos todos o quê???desinformados,desinteressados,acomodados,desuninos...aprendemos a nos conformar com tudo que nos é imposto! ",triste
29332,povo que não tempo virtude acaba escravo,triste
29333,"cada dia uma bad diferente por assistir vídeos de pessoas fazendo intercâmbio na coreia do sul , enquanto eu ainda tenho 5 anos  de graduação até poder tentar uma pós lá  ",triste
29334,brasileiro é inutil,triste
29335,"complicado é ver a maioria dos youtubes jogando a dlc  world cup, e você não poder jogar pq está no serviço.    ",triste
29336,não cai fofo,triste
29337,meu wpp ta muito mortoooo,triste
29338,"fui ali no porcão a comida não ta boa hoje, fui comprar pastel eh não tem ",triste
29339,"um médico amigo acabou de me dizer que triplicou o número de queimados nesta semana, atribui a falta de gás de cozinha.  ",triste
29340,oh meu braaaaaasil!,triste
29341,"eu preciso organizar meu github, pqp, tenho projetos legais até, mas estão sem descrição nem nada, aí ninguém entende os propósitos. ",triste
29342,"a mãe da  me marcou em um vídeo dizendo que não presto, sou chata e não me apego em ninguém.estou bem ",triste
29343,"é inevitável lembrarmos do exemplo japonês pós tsunami. os comerciantes locais venderam até a última garrafa d'água pelo mesmo preço de antes da tragédia.feito as devidas comparações, temos como representantes políticos o reflexo desta ""justa"" sociedade.   ",triste
29344,"rainha  está em campinas, infelizmente a eptv não fica do lado de casa, então não posso sair correndo de pijama atrás dela ",triste
29345,vale muito o compartilhar desse  e  grito de  ... sobre a falta de um real  sobre  x  x  ... valeu mesmo esse depoimento para   ética no foco de  maior...,triste
29346,foda eu concordar c isso e ta cursando uma engenharia,triste
29347,oh meu braaaaasil!,triste
29348,ai estou muito  ... espero q tudo muda pra melhor!!,triste
29349,indo dormir  ..,triste
29350,querendo ir pra stz mais não tem óleo,triste
29351,coloquei essa foto de capa em 2016 e até hoje não tive motivos pra trocar,triste
29352,"prevejo um jogo horrível do internacional, o barradão tem sido nosso calvário ",triste
29353,tem dias q penso pra q eu estou fazendo tudo isso?  podia-te guardando o dinheiro ou não sei :/,triste
29354,"5 anos indo pro dariva,e esse ano vou quebrar a tradição ",triste
29355,esqueci que hoje é o dia do desafio estou,triste
29356,"que lua linda, é essa horas que eu queria ter uma câmera profissional  ",triste
29357,"o povo reclama que tenho tem combustível. e eu, que além do combustível também não tenho carro!  ",triste
29358,caminhoneiro morre após ser atingido por pedrada na cabeça em rondônia,triste
29359,"aquele momento que você não se identifica com ninguém, que ninguém parece falar sua língua.      ",triste
29360,pq sao 5h da manha e eu to aqui vendo video de gente famosa,triste
29361,"a pior parte sobre ter que ir ao psicólogo,é que você sabe que precisa pagar alguém pra te ouvir,porque ninguém mais quer fazer isso! .........  ",triste
29362,tomar um café no    pra ver se ficou mais feliz,triste
29363,não sei o que foi pior ver a yang ir embora ou ver o derek morrer!?,triste
29364,"portugal sempre deu preferência à quantidade sobre qualidade. no trabalho, educação etc.. ontem, mais uma vez, foi provado com o assunto eutanásia. quantidade de vida vs qualidade de vida  ",triste
29365,"agora na tv a mostra inúmeros caminhoneiros agredidos por seus pares. por isso não apoio greves, pois sempre haverá os radicais e estes não tem preocupação com o próximo, só as suas causas. ",triste
29366,sempre falam isso pra mim em relação a vcdizem que nunca vou conseguir te conhecer e te abraçar.. que eu gosto de alguém que nem sabe da minha existência,triste
29367,queria que a clarisse voltasse,triste
29368,ainda tem mais quatro horas de viagem e eu não consigo dormir.,triste
29369,"gasolina a quase r$ 6 não pode ser uma coisa normal para um país produtor como o brasil. gostaria de saber o porquê de ser tão cara.  enquanto não acabarem os privilégios dos políticos, nada mudará. eles não servem ao povo, servem a si próprios. ",triste
29370,"as pistas estão sendo liberadas, mas o coração da crush ainda bloqueia a passagem da minha carga de amor.",triste
29371,rita  pela 2° saída do aristeu,triste
29372,pagode na fusion amanhã e eu não vou.,triste
29373,"ninguém conversa comigo, ninguém faz pergunta no curious, ninguém ta nem ai pra mim, tô chateado ",triste
29374,e decepcionada,triste
29375,"sim, eu estou emotiva hoje..... (e eu odeio quando isso acontece) acima do sol - skank  via       ",triste
29376,é a inicial “p” ? — errou tbm kakakakak,triste
29377,eu pensei que ele fosse imitar alguém cheirando,triste
29378,gosto mt do  ele que n gosta de mim,triste
29379,"dai que vc encolhe a barriga pra dentro deitada e descobre que tem mais costela que peito asuhsauhsau  — jkkkkkkkkkkkkkkkkk miga, silicone tá aí pra isso ",triste
29380,"dai que vc encolhe a barriga pra dentro deitada e descobre que tem mais costela que peito asuhsauhsau  — pior é qnd nem encolhendo da jeito, banha abeça ",triste
29381,"lamentável a anarquia e caos instaurado, gostaria de saber se alguém sabe cobrar e fiscalizar seus representantes na mesma intensidade? só vejo prejuízo...  quando faltar e subir alimentos será só não comprar... ",triste
29382,estou muito  ! ...,triste
29383,eu pensei que ele fosse imitar alguém cheirando,triste
29384,isadora sai p se drogar e nem me leva,triste
29385,meu wifi ta tao lixo nem musica da pra baixar,triste
29386,"o trânsito de recife voltou ao normal  a sorte do brasileiro é que existe a lei de oferta e demanda, pq se nao tivesse...",triste
29387,todos os que eu amo me abandonaram,triste
29388,3 horas: entrei aqui no lugar e tô crushando uma garota ela me olhou de vlt  pq nunca mais vou ver ela,triste
29389,sargento da pm é morta após reagir à tentativa de assalto,triste
29390,quando você descobre que chorão não é só o do cbjr .,triste
29391,não vai sair mesmo? — pelo jeito não,triste
29392,voltando pra casa com o sentimento de derrota... 9 dias de luta jogados no lixo! lutamos por quem não deu valor e não teve um pingo de consideração por nós. lutamos pelo povo e fomos traídos por eles.,triste
29393,eu quebrei mais minha tela,triste
29394,"criar um twitter é um caminho sem volta, cê tá lá de boa fazendo um miojo e vendo oq o povo tá postando quando vai ver seu miojo queimou e em vez de fica triste cê vai e posta  ",triste
29395,e essa do zidane hein,triste
29396,meu celular já era!,triste
29397,o gremista parou de me seguir kkkkkjjkkkjjjjjjk vou nem dormir dps dessa,triste
29398,é incrível a mania das pessoas nos julgarem sem saber de nada e muito menos pelo que estamos passando.,triste
29399,"praça seca, que até os anos 2000, eram um bairro calmo se tornou em pouco tempo o mais violento da cidade. ",triste
29400,parece que a xuxa não curte o mickey...,triste
29401,gostaria que minha bateria durasse..........,triste
29402,petros ta morto vei....,triste
29403,"__ graças a deus está terminando essa greve! sobrevivi! mas mesmo assim, meu destino está selado. :(     truckpor dmitrij de fireart studio",triste
29404,eu queria ta transando agora.. mas to assistindo,triste
29405,me ferrei fui ne feirinha n tinha nem pierogi nem pastel,triste
29406,são palavras que resumem meu dia!,triste
29407,ngm vai p praia cmg,triste
29408,estava bem até chegar em casa,triste
29409,"sera possivel q só eu mando mensagem nisso  — acredito que sim, mais flop que eu só duas de mim ",triste
29410,n tirei ele em pack ainda!,triste
29411,só queria assistir o vôlei masculino hj mas não querem deixar,triste
29412,não sei se são as más companhias que te estragou ou vc que sempre foi assim e só ta se mostrando agora.,triste
29413,"comassim a revolução parda começou, e não fui convocado?   — se sentindo chateado",triste
29414,"e quando o jogo vira?o que era de valor real, agora vira troco? ",triste
29415,"qdo cheguei fui tirar minha lente, deixei cair no ralo ",triste
29416,queria falar que sextou porém eu trabalho amanhã,triste
29417,é revoltante o número de mortes no trânsito que poderiam ser evitadas,triste
29418,pra variar a juizada metendo a mãe em favor do golden.,triste
29419,a tristeza bateu com força,triste
29420,bora estudar pq a média ponderada pra bolsa fapesp não vai chegar sozinha né,triste
29421,"adoraria dançar um samba, mas qnd danço pareço uma galinha ciscando o chão ",triste
29422,quando você  percebe que é vela até  para os seus pais ...,triste
29423,essa hora e eu chateado pensando que o único candidato realmente liberal na história desse país não vai ganhar pq vai concorrer com pessoal de fã clube,triste
29424,"eu pobre q preciso n ganho nem havaianas, ",triste
29425,adoro vc porém vc adora todas  — kkkkkkkkkkkk que mentiraaaaaa,triste
29426,ninguém me manda mais,triste
29427,"to parecendo um botijão de gás na foto que meu amigo tirou, será que engordei muito?!?",triste
29428,deus te coloque no bom lugar iara amorim e conforte toda sua sua família. ☆ — se sentindo triste,triste
29429,quero ver série e essa internet n pega,triste
29430,com o amyl e o keiber,triste
29431,toda feliz que falta pouco pro meu aniversário porém meu estágio vai ser bem no meu aniversário,triste
29432,pelo visto luan não vai no barretao,triste
29433,foda ta em goiânia e a  não querer me ver,triste
29434,[2/6 19:43] thaís vitória: terminou o ngc de anato?[2/6 19:43] miga : não kkkkkk[2/6 19:43] miga : e tu?[2/6 19:43] thaís vitória: nem eu jjkkkkkkkkkk[2/6 19:43] miga : e isso é pq decidimos ser responsáveis,triste
29435,descobri o dom da minha namorada de me dizer não hj...,triste
29436,sabe aquele abraço que vc tanto quer mais parece que nunca vai receber?!,triste
29437,sonhei q eu tava indo pra camposacordei com 40 mil stories de la,triste
29438,[2/6 11:11] irmaozao//2: smp dar alguma coisa[2/6 11:12] kauã : caralho vtmnc eim,triste
29439,como eu queria uma lasanha agora com aquela coca-cola,triste
29440,to fazendo uns corre tão grande por conta do despertar sendo que nem vou ir trabalhar,triste
29441,mais quebrado que a tela do meu celular só meu coração mesmo,triste
29442,queria ir na arena vitória ver o whinderson,triste
29443,"quando vc vai em um lugar top mas, seus amigos n sabem tirar fotos legais ",triste
29444,eu queria estar no show do luan santana,triste
29445,rt quem escalou o victor q nem eu e ta se ferrando com o goleiro!! ehauaehueah,triste
29446,amanhã não vou poder ver o jogo,triste
29447,aí vc acorda super feliz com aquela vontade de descer pra praia no seu carro com seu mozão e os bichinhos e de repente lembra: cd o carro e o dinheiro,triste
29448,"me bateu a maior vontade de me arrumar, ficar bem gata, mas eu nunca tenho p onde sair ",triste
29449,ter sido tudo diferentepq vc fez isso comigo,triste
29450,geral para de beber lean eu nem começo por falta de grana,triste
29451,"bro, nao faz sol hj ",triste
29452,fazem 6 meses que nao pego ngm,triste
29453,meu deus tava vendo aqui ja tr fiz mais de 70 perguntas — sério? kkkkkkkkk e ainda não me chamou,triste
29454,"e vontade de sentir seus coice de novo!! vc sabe que é — pesado hein,  ",triste
29455,"eu amor ir na shalom , amo o culto me sinto muito bem lá mas infelizmente ou felizmente são pessoas de outras igreja que vem na minha casa , visitar e orar pela minha família . ( por isso tem pessoas que desanima ir pra lá ) ",triste
29456,quebrei a tela do meu celular,triste
29457,"queria fumar 1 hoje mas não conheço ninguém  — brotaaaa no sdc , é aplica  bb ",triste
29458,"peguei o travesseiro e o cobertor e vim pra sala, mas nao passa mais tv globinho",triste
29459,o ken só quer as barbie,triste
29460,é sexta feira mais nois vamo e ficar por casa mesmo,triste
29461,triste quando vc ganha no sorteio pra ir ao show da sua cantora preferida e n pode ir  pq está doente. ia ser meu sonho...,triste
29462,passar final de semana sem minha amiga júlia,triste
29463,"sobre duda oliveira te amar,coitada —  ",triste
29464,"eu não sei cozinha ._.) — como vc vai viver assim, jovem? ",triste
29465,"só acontece no twitter, meu deus...  ",triste
29466,eu mesma,triste
29467,e  de carinho,triste
29468,reparei que essa nova tour da maite vai ser a primeira que eu não vou,triste
29469,demais,triste
29470,ouvindo one direction e,triste
29471,realmente a raça humana é algo difícil de entender. como não ter coração desse jeito...,triste
29472,! estou em curitiba! não consegui ir para ai!,triste
29473,lembrando que meu sonho era ir numa quintal do stifler mas eu tinha 13 anos kkkkkk,triste
29474,"ninguém quer vir fumar comigo, acho que não tenho amigos mais ",triste
29475,"é engraçado que eu escrevo os terem aqui como se fosse o big famoso do twitter, mas na verdade tenho 20 e alguma coisa seguidores, ",triste
29476,quando fa male guardare il passato e quando fa paura guardare il futuro.,triste
29477,sem comando e a deriva !!,triste
29478,1 vdd: domingo é o dia da saudade. desafio quem tenha sinta mais falta dela do que eu,triste
29479,"agora é três dias para a mídia meter o pau, é tudo que eles queriam... ",triste
29480,tento ser o melhor . mais eu acho que não sou .,triste
29481,aí se abre o twitter hoje só tem,triste
29482,acabou agra só semana que vem,triste
29483,p ter andado toda essa guabiroba de chinelo e meia e não ter achado a barra de chocolate que eu queria,triste
29484,me tornei o que eu mais temia: a gordinha que amarra o casaco na cintura p disfarçar a barriga,triste
29485,"estou vendo essa brincadeirinha das pessoas de postar uma foto antiga e uma nova, mostrando o quão todos ficaram bonitos e eu parei para pensar q eu sou a única pessoa q era feio quando era pequeno e conseguiu ficar horrível quando cresceu",triste
29486,vcs já levaram uma cotovelada no olho?pois saibam que dói muito,triste
29487,sim ou com certeza?,triste
29488,não mesmooo,triste
29489,"coitado das pessoas que vieram de tão longe pra vir nessa festa, o que resta é sentar e chorar ",triste
29490,agr q eu entendi calculo n tem mais aquela emoção de nao saber oq eu to fazendo,triste
29491,"to precisando de calor kkkkkkk, to congelando e com dor de garganta ",triste
29492,trabalhar hoje,triste
29493,sai cedo da festa ontem e fiquei fora da foto dos formandos,triste
29494,não tinha forma com furo no meio,triste
29495,grêmio me anima,triste
29496,desafios diários e constantes.,triste
29497,sim sim,triste
29498,e as pessoas acham que artista é aquele que ganha dinheiro com sua arte apenas. não acho que a arte é só aquela que pode ser vendida. e artista é só aquele que vende o que faz. pois se...,triste
29499,50 reais fla x paraná :( já não irei.,triste
29500,rocha disse q vou morrer de diabetes  k k,triste
29501,amanhã tem aula pra ficar fazendo escultura,triste
29502,"eu quero continuar beijando a boca da pessoa, mas ele nem quer falar comigo  ",triste
29503,eu to bem,triste
29504,"vocês tb tem uma vontade enorme de falar com alguém, mas o orgulho não deixa?  ",triste
29505,e eu fico meia hora montando a seleção e tô fazendo 50,triste
29506,"tava feliz que ia sobrar grana esse mês, aí eu lembro que tem que pagar a formatura",triste
29507,"depois de 2 semanas quase sem aparecer na facul, cá estamos ",triste
29508,"meu problema não é nem a disposição, e sim ter as festas  ",triste
29509,"deve ser muito bom amar e ser amada,nessa minha pequena caminhada, quando amei não fui amada, e agora sou amada e não consigo  ama lo!    ",triste
29510,perdi o meu delineador,triste
29511,pisei na bola com a grisalhavulgo minha mãe estou,triste
29512,demais ate a mãe da minha amiga veio perguntar oq estava acontecendo,triste
29513,falar de certas coisas me deixa mal.,triste
29514,dormir q amanhã as 6 já tenho q estar no serv,triste
29515,minha irmã sobre o problema: ih kim ele atira pra todo lado aqui,triste
29516,terminei de assistir  .. estou muiito feliz e ao mesmo tempo muiito triste ..  pelo final  e  por que acabou,feliz
29517,se tem um tweet que me define agora é esse!,triste
29518,"e que por mais q a gente não tinha nada, ele sentia que a gente tava caminhando pra ter. dai eu fiquei tipo “ah mas continuar do jeito q tá pra mim fica difícil pq eu to ficando muito  com a situ”",triste
29519,"é muito trouxa com as próprias amizade — gentiii eu sei , não precisa fica me falando não aff  ",triste
29520,"eu tenho whatsapp de enfeite, ninguém conversa comigo.  — 2  ",triste
29521,"sobre as eleições suplementares no to: :aí que preguiça"" carregado de quanta gente recebeu os $30,00 para ajudar na gasolina na intenção votar no fulano?",triste
29522,"sei que nunca quis ser famosinho por aqui e tal, mas bem que as coisas que postasse recebesse um pouco mais de interatividade ",triste
29523,sabadão tá aí e até agora meus amigos não me chamaram pra fazer nada..,triste
29524,total vc sempre c ótimas resposta !!! sempre vc é foda amoooo já gostava deste as mallandrinhas agora então  já quero ser    e eu tava n show foi mega deselegante mm,triste
29525,"a  me gravou dançando, mas não gravou meu gol ",triste
29526,"nao sei oque aconteceu nele,",triste
29527,mt triste sem sono e a minha nega ja foi dormir,triste
29528,meu aniversário acabou oficialmente,triste
29529,hoje fui traida,triste
29530,vai cortar o filme todo,triste
29531,acho que meu curso volta hj,triste
29532,queria dizer que estou triste pq a puc ta invadindo as datas minha copa,triste
29533,"caralho quem deu permissão pra twt de quem eu nem sigo aparacer na minha tl? deus me livre, pelo menos eu descobri q alguém segue uma pessoa transfobica ",triste
29534,"boa noite mundo, e a todos os meus 0 seguidores!  ",triste
29535,nmrl não sei pra que wpp não tem ninguém pra falar comigo e me amar um pouquinho lá,triste
29536,"olho um sorteio do dia dos namorados no fc, vou seguir as instruções e lembro q n tenho ngm pra marcar ",triste
29537,apareceu tudo as princesas e a merida nem falou nada nem apareceu,triste
29538,"hoje em dia ta tudo tão digital, que nem o sabor da pizza eles erram mais kkk ",triste
29539,acabei de assistir o filme novo dos vingadores e eu estou chorando,triste
29540,daiane me largou em pleno intervalo,triste
29541,quando penso que sou inteligente vem a obmep e me aplica uma prova daquelas fazendo eu cair na real,triste
29542,"a ana laura é uma falsa, esta me diminuindo na frente dos meus coleguinhas/ amiguinhos fofos, eu fiquei abalado com essa atitude, ontem me criticou e hj fez o mesmo ",triste
29543,bom dia com b de meu celular explodiu,triste
29544,"sem gás em casa, obrigado a pedir lanche  ",triste
29545,parabéns para mim que perdeu o numero da  graças a minha inteligencia de esquecer de carregar o celular o piore que eles nja falaram que nçao tem o que fazer,triste
29546,"triste de estar desempregada é não poder comprar os livros todo mês, e claro compra aquele lanchinho top ",triste
29547,"o mais dificil é voltar. precisamos parar ás vezes, respeitar nosso corpo, mas eu nao tenho esse equibrio de ate qdo e preguiça e ate qdo e respeito ao corpo. esforço sobrehumano.  ",triste
29548,já eh sexta o ep final de sense8  &,triste
29549,"ainda pensando e repensando eu n odeio a minha mãe realmente,na verdade eu n consigo perdoa-la, ela fez muita coisa ruim, foda-se a doença dela, mas ela tem wue entender que ela é minha mãe, ela n liga pra gente, é o 7 dia das mães sem ela. ",triste
29550,brasileiros são contra a reforma da previdência e privatizações da petrobras ou banco do brasil....,triste
29551,o pai de vocês também cobra dinheiro em troca de abraços?,triste
29552,o último que terminei foi mas férias.... em fevereiro..........,triste
29553,vc n falo isso cmg hjjj  — vou falar agora ent  joão marcos 3 ômega fiquem avontade,triste
29554,então quando vc vê as pessoas q ja beijou na facul vc n fala com elas? — kkkkkkk quem é???? se eu reconheço cumprimento poxa,triste
29555,nossa vai tomar no cu eu precisava demais da minha conta antiga agora,triste
29556,já tentei e não houve sucesso  — temos um total de 0 directs no momento...,triste
29557,"quando a fonte é ""jornal o estado do maranhão"".. a gente vê a qualidade do ""jornalismo"" e dos nossos queridos ""blogueiros"" que nem isso são.. e os que são (jornalistas) ainda fazem vergonha!! ",triste
29558,puta merda terminei on my block que season finale foi essa,triste
29559,mais um dia acordando sozinha,triste
29560,o frio já tá indo embora,triste
29561,acabou meu estoque,triste
29562,dia do xeru e n vou ver ele,triste
29563,segunda vez que uma pessoa que nunca vi me bloqueia,triste
29564,"antigamente quando era criança dia de segunda era ruim pra acordar porque era segunda, hoje em dia é ruim pra acordar porque a maioria tudo já sai e fica de resseca  realidade",triste
29565,por  dia após   é consequência de  governar o  em que vivemos. os de  bom (    carrega com lágrimas (no rosto e no coração) o que era para ser o paraíso. (nossa morada),triste
29566,só mais 10 episódios e  adeus riverdade,triste
29567,"eu queria ter 1,85/1,90 mais ou menos, mas acho que eu não cresço mais. ",triste
29568,nossa que que custa dormir um dia agarradinho cmg?,triste
29569,"quando eu pensei que ia passar o dias dos namorado, namorando eu perdi a namorada  kkkk",triste
29570,"“vasco cria comitê gestor para futebol” pode criar “n” coisas. vamos lá! o comitê vai gerir fabrício, paulão, erazo, weligton, desábato, caio monteiro? só jesus!  ",triste
29571,"meu pai colocou mais crédito pra mim, tá osso essa vida de 3g... só o zapzap é de graça ",triste
29572,fui perguntar o preço da erva pensando que tava o mesmo de quando eu comprei da última vez em dezembro. mas a crise atinge todos os setores da economia.,triste
29573,minha pele macia e bem cuidadissima p ngm pegar eh assim msm meninas vida q segue kkkk,triste
29574,"a coisa de que mais se arrepende? — ter deixado de comer o outro pedaço do meu xis, pq meu irmão comeu ele hj  ",triste
29575,a foto tem o inexplicável poder de transcender para realidade o sentimento expressado no semblante do modelo :/,triste
29576,ninguém acertou todas até agora  aff ninguém me ama,triste
29577,recebi hoje e já não tenho 1 dol,triste
29578,eu n tenho nem amigos o suficiente pra encher essa mesa,triste
29579,mano q raiva meus amigos recebem as provas e ficam tristes nem conversam mais tudo por causa de um cra e eu tiro csa aí eu fico feliz sozinho,triste
29580,fui horrível na prova,triste
29581,"""a você não pode falar mais nada que tudo é preconceito"" sim amigo, uma sociedade que não tem o hábito da leitura (por variados motivos) tende a reproduzir tudo que ouve, aí vem o pior... só dá ouvido pra gente merda, ex: bolsonaro, malafaia, datena... por aí vai. ",triste
29582,tempos que não recebo uma massagem ...,triste
29583,pior q eu hj só o cra da  em natureza,triste
29584,"passei a limpo toda a matéria de histologia porque tava uma bagunça. o resumo vai ficar jeitoso até a próxima aula do rodrigo (que no caso é sexta), dai eu já sou obrigada a rabiscar tudo de novo. ",triste
29585,"indo dormir sem o seu boa noite, ",triste
29586,"ipea: o brasil atingiu, pela primeira vez em sua história, o patamar de 30 homicídios por 100 mil habitantes. a taxa de 30,3, registrada em 2016, é 30 vezes o observado na europa naquele mesmo ano ",triste
29587,ansiosíssimo pra ver o show da  e da  hj aqui da minha caminha....  porém,triste
29588,problemas respiratórios,triste
29589,esse eu tenho kkkkk,triste
29590,era pra ser uma quinta-feira ótima... mas ela mal começou e ja está péssima!,triste
29591,hoje me aposento do meu cargo de menina da água,triste
29592,o filme a barraca do beijo da vontade de beijar,triste
29593,vejo as coisas engraçada do santos e não tenho amigo santista pra compartilhar.,triste
29594,"bom dia para quem faz 18 anos em 2 dias , e tá lembrando que prometeu tirar a carteira com essa idade e não tem grana ! ",triste
29595,vocês podem abrir o mercado de novo? só pra mim trocar uns jogadores aí... kkkkkkkk,triste
29596,"quando vc se acostuma com o carinho da pessoa e derepente ela muda, e vc fica como.    ",triste
29597,dia dos namorados chegando e sei que não vou ganhar nem uma frôzinha arrancada do jardim,triste
29598,a duda não respeita ninguém aonde foi que eu errei na criação dela como pai? mds,triste
29599,quebrei a tela do meu celular,triste
29600,meu tênis novo era branco agora está preto,triste
29601,"aí a pessoa te considera como melhor amigo né más te deixa no vácuo por 2 dias e não dá satisfação se está vivo ou não, e quando precisa conversar sabe que pode contar com você más acho que não é recíproco o sentimento de devoção  sim foi pra você que leu isso u.u",triste
29602,zé rafael vai jogar e eu tirei ele com medo,triste
29603,"o preço normal de um voo direto rjxssa é 600$. com uma parada fica 400 e tantos reais. bote a bagagem. e se for mais de cinco dias, corre o risco de ser mais caro.",triste
29604,qual foi seu pior encontro? — nunca tive um kkkkkk,triste
29605,eu me considero uma pessoa de direita mais essa direita tá uma porra,triste
29606,"parabéns aos envolvidos. o moleque só tem 17 anos, as chances de não dar certo lá são grandes. aqui no brasil iria voar, amadurecer e estourar na europa futuramente. parabéns a diretoria por não ter agido rápido e feito um plano de carreira.",triste
29607,sempre usam de deus para justificar seu preconceito.,triste
29608,"muito cuidado quando vc ir encontrar uma pessoa que conheceu pela net, ja faz 1 ano que perdir esse amigo e to sabendo hoje da sua morte, o assassino alem de matar meu amigo, debocha da sua morte usando o celular da vitima ",triste
29609,tirei oq eu chamava de barba,triste
29610,"[7/6 16:19] kamila: só não vou falar q vc não tá pegando nem resfriado, pq resfriado tá[7/6 16:19] kamila: kkkkk kkkkkkkkkkk",triste
29611,"ja me falaram que você não gostava de mim,  — quem falou isso? eu não consigo odiar ninguém ",triste
29612,queria tambem,triste
29613,mais uma noite e eu não to indo dormir agarradinha com meu amorzinho,triste
29614,220 reais de cartão de crédito. péssimo !,triste
29615,minha crush não gosta geografia,triste
29616,"com coração partido, família se despede de menina de 4 anos que lutou contra glioma pontino intrínseco difuso.  - portal padomsaiba mais, clique  ",triste
29617,faz 6 anos que eu não transo,triste
29618,vou passar o fds inteiro sozinha,triste
29619,acho que não sei mais fazer amigos virtuais,triste
29620,af agora eu mosquei mesmo,triste
29621,essa musica eh o resumo da minha vida,triste
29622,queria o  no fds,triste
29623,a turma de vcs também é parceira na hora de tirar nota baixa? kkkkk pq a minha sim,triste
29624,vou me mudar da b.k vou sentir muita saudade do meu filho mais velho  isso,triste
29625,"triste pela perda deste cara que expunha sua alma, e gostava de comida sem frescuras.   ",triste
29626,hoje a hora resolveu não passar só pq é sexta feira!,triste
29627,"vou pra casa do meu pai, mas queria msm ir para a festa de santo antônio ",triste
29628,hoje e sexta feiraaaa eeee que  nois vamo faze? r: nada porque  nois nao tem dinheiro kkk,triste
29629,apenas 48% dos brasileiros acreditam que foi golpe. o que significa que 52% seguem manipulados.,triste
29630,"nunca acreditar em palavras ditas, as vezes podem enganar . ",triste
29631,sextou dia de ver os amigos saindo bebendo pegando uma costelinha neste frio e eu de cama vomitando as tripas,triste
29632,minha internet oscila mais que humor de mulher bipolar na tpm,triste
29633,vou jogar os jogos abertos só no meu último ano,triste
29634,"sem chances de um derby na primeira fase, ",triste
29635,comecei a organizar meu guarda-roupa e tive que ir comprar a passagem pra ir na minha vó e quando voltei não tive mais coragem pra continuar arrumando.,triste
29636,mais uma pessoa que fez parte da minha vida indo para as mãos de deus,triste
29637,"a melhor forma de protesto é ninguém ir na expo, mas o povo não resiste.em meio a desgraça da saúde e segurança, e tantas outras coisas. é o que sobra pro povo que sofre.",triste
29638," anthony bourdain, chef e apresentador americano, morre aos 61 anos ",triste
29639,no dia dos namorados eu não vou sair c meus amigos pq eu n tenho,triste
29640,indo pra academia,triste
29641,"uma vez tu me trovou e eu não dei moral, agora tu está muito mais gatinho e eu não tenho chance,  — faz parte ",triste
29642,queria dizer pro twitter todo que eu troquei o chuveiro sozinho e não morri,triste
29643,e eu sem ninguém,triste
29644,quando você esquece o seu carregador no trabalho e tem que enconomizar o máximo de bateria que puder... kkkkkk,triste
29645,porque sempre nos preocupamos mais com as outras pessoas do que com a gente mesmo?,triste
29646,"pensamentos de mais, ",triste
