,Texto,Sentimento
1671,vou lá,medo
1672,"sobrinha do  deu o meu nome p boneca dela, vcs entendem oq é isso anabel para uma boneca ",medo
1673,amanha vou no medico sera q vou viajar de aviao,medo
1674,"e hoje, tirando foto de um prédio abandonado antigo na cidade, a câmera faz aquele quadradinho reconhecendo um rosto lá dentro.  ",medo
1675,indo pegar a balsa,medo
1676,to shook ainda com a foto que a eduarda me mandou parece mt eu mano,medo
1677,serasi a bibi me vê na tl ?,medo
1678,"eu preciso comprar muito uma coisa, mas não posso fazer dívida ",raiva
1679,mas agora eu to reparando que acordei 4hrs ontem e hoje,triste
1680,"alemão tá aqui do meu lado falando enquanto dorme, ",medo
1681,meu irmão fez lanche e trouxe pra mim,triste
1682,tá igual a outra vez,medo
1683,"mlk, o clima de bsb é muito estranho ",feliz
1684,quase que meu pai descobriu que fui no sekko k k k k k,medo
1685,"vish, mas só tem zebra nessa primeira rodada? ",raiva
1686,acho que alguem ta tentando hack meu snap pq ele ta saindo o tempo todo,medo
1687,sonhei que tava namorando e o rosto do piá parecia familiar,medo
1688,manu curtindo a resposta da yasmin p mim,medo
1689,para a loja mandar o boleto para pagar já está complicado imagina mandar o produto,raiva
1690,quando vc sonha com ataques terroristas concomitantes em vários lugares do mundo e fica meio impactada o dia inteiro,medo
1691,lorena me mandou áudio uma hora dessas,medo
1692,de volta à cidade do medo - capítulo xxvi,medo
1693,estão me vigiando kkkkkkkkkkkk,medo
1694,"eu vou sem entrar por algumas horas,tomara que meus ídolos nn fazem follow spree ",triste
1695,minha tv ligou sozinha do nada,feliz
1696,torneio regional de robotica no cic  — né,medo
1697,acho que o  está meio sem rumo...,medo
1698,eu ainda fico assustada em ver como ele acerta as coisas aaaa,medo
1699,acabei de apagar a luz da cozinha daí eu vim para sala né ligar a tv e pá aí na mesma hora que eu liguei a tv a luz da cozinha ligou,medo
1700,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
1701,de chegar 00:00 e nem minha mae lembrar de me dar parabéns,medo
1702,sonhei com uma pessoa q n era pra eu sonhar e q eu n sonhava há muitos meses,triste
1703,que tiro foi esse viado? e olhe que eu n to falando da música viu,medo
1704,"quem nunca deito numa rede com mais uma pessoa não sabe o que é ter medo da morte,  ",raiva
1705,o medo segue os nossos sonhos...,medo
1706,ele falou que quer me mostrar umas músicas românticas,medo
1707,"credo, já tem data de prova marcada no anglo ",raiva
1708,"mdddsss, amanhã minha mãe viaja e eu fico em casa sozinha....",raiva
1709,fiz um currículo,medo
1710,"mds, botafogo vai a campo no 4-3-3 ",medo
1711,sim e tem gente que diz que essa criatura é a salvação do brasil,nojo
1712,"gente.... faço isso direto, principalmente em público. ",raiva
1713," vou começar o dia com um  cigano:quem tem  de viver, vive pela… ",medo
1714,não gosto de pega avião na chuva,medo
1715,mds só da anônimos falando do pau do patrick na tl da madruga,nojo
1716,do nada começaram a me seguir um monte de gente,medo
1717,app do santander atualizando para o iphone x,medo
1718,de quem vai estar nesse tal de 1ºb,nojo
1719,priscila tá digitando faz 3 dias,medo
1720,eu nesse exato momento com medo da morte,medo
1721,meu deus,medo
1722,vou viajar de ônibus hoje,medo
1723,caindo o céu em sp,medo
1724,imagina estudar numa escola com uma diretora má dessa bicho?  baisho fazendo participação de luxo em,nojo
1725,to de olho viu —,medo
1726,se te encontrar em algum bloco te pego de jeito —,medo
1727,eu mando mensagem pra giovanna e ela responde em 1 segundo parece até que fica com a minha janela aberta,medo
1728,"julia respondeu meu status com ""quero falar contigo"" ",nojo
1729,não sei o que acontece pra eu acordar a todo minuto,raiva
1730,oq minha cachorra ta fazendo,medo
1731,tenho stalkers dentro do mercado  print by minha secretária do messenger,medo
1732,"esse indiciamento do haddad pela polícia federal é uma piada de muito mau gosto. os caras nem tem provas, apenas uma convicção baseada numa suposição de que ele sabia. ",nojo
1733,hoje tenho aula de direção,medo
1734,"tentando salvar alguma coisa p/prova.  (at  | fundação getulio vargas in rio de janeiro, rj) ",feliz
1735,"toda vez que o isaque me vê ele pergunta ""e ai, muito obs?"" ",medo
1736,tô no busão..tem uma garotinha que tá com cara de que vai vomitar..,medo
1737,eu e júnio vamos lá pra imbaú amanhã,nojo
1738,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
1739,hoje tenho um encontro com um crush do trabalho.,triste
1740,minha conta tá privada e não fui eu de deixei,raiva
1741,"tô atrás de uma professora para me orientar no tcc, mas tenho medo de ela já não estar dispoível. mandei e-mail mas kd resposta?    ",medo
1742,e cada dia que passa sinto uma grande diferença no meu corpo.. sinto que comi um banquete sem ter comido absolutamente nada!!    ;$,medo
1743,só agora tô me dando conta que esse ano eu faço 22 anos  meu deus o tempo passa voando depois dos 20,medo
1744,quando vc tá ouvindo o  e apaga a luz pq deu o tempo do censor do banheiro na parte da noiva do porão,medo
1745,q gatinho bonitinho... oin!!!!!,feliz
1746,aquela agonia básica porque estão chamando todo mundo no trabalho e nada de me chamarem...,triste
1747,q viagem vc vê uma pessoa no buzu e depois achar ela no instagram no mesmo dia,medo
1748,bom dia pra quem acordou sonhando com um acidente de ônibus e irá fazer uma viagem em um domingo. hahahahah,feliz
1749,a luz do banheiro queimou vou ter que tomar banho no escuro,medo
1750,gente que usa gerúndio como se fosse formal: “vou estar colocando seu nome na lista”,medo
1751,o meu  mesmo que tenhas  vai onde tiveres que ir! existem  que só se podem agarrar á primeira! concordas?,medo
1752,quem será  nessa bagaça??,medo
1753,do jc3 — seu bairro que da medo boba,medo
1754,de sentir .,medo
1755,to nem acreditandooooo q isso deus é top e o destino é mara porém,feliz
1756,vou lá pras bandas do entulhão,medo
1757,preciso começar a autoescola,raiva
1758,ana é mt louca,medo
1759,eu e o tubarão  rsrs,medo
1760,eu sempre seguro o espirro,raiva
1761,socorro como essa gringa sabe da dieta do james e que ele eh intolerante a lactose eu ia morrer sem saber disso,triste
1762,um rapazinho com cara de drogadito me add no facebook agora,medo
1763,[16/1 23:37] smurf: chuvas de fts zoadas[16/1 23:41] elisa_crf:,medo
1764,não me canso de te stalkear —,triste
1765,"bora hackear você e vazar essa voz aí — se essa voz vazar, eu não tenho envolvimento.  ",medo
1766,alguem da escola me encontrou kk,medo
1767,o show da anitta em sp vai ser quase meia noite os ônibus param o metro vai fechar o cu tremeu,triste
1768,"oi, tenho uma paixão gigante por ti, mas a minha baixa auto estima nao me permite me expressar pessoalmente —  ",triste
1769,"felipe fica falando essas coisas e o povo acredita, para, o sisu nem abriu ainda ",medo
1770,eu e o namorido vamos sair para jantar e ele não me disse onde kkkkk,triste
1771,pode ser algo grave sentir a cabeça latejar no topo e laterais?,medo
1772,tem uma galera que me segue que eu nem imaginava que tinha twitter kkk,medo
1773,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
1774,"o que a gente faz quando um desconhecido altamente suspeito aparece do nada no portão da sua casa às 2h da manhã? seja bem vinda, insônia!  ",raiva
1775,tem umas crianças aqui na pastelaria falando uma no ouvido da outra e rindo pra mim,medo
1776,[18/1 21:42] amor: tem duas fotos q quero tirar ctg[18/1 21:42] maria lara:,triste
1777,"quando o meu pai pergunta: ""você está dirigindo em jundiaí?""",medo
1778,"eu amo ser magro, muito mesmo, mas estou abaixo do peso ",triste
1779,na larica meu estômago eh um poço sem fundo como mt serio,medo
1780,meudeus parabens!!!! eu ainda não vi a minha nota kk ;-;,medo
1781,deus me free de estar julgando  ele mal ou vendo coisa mas eu acho que ele ta sim mr olhando diferente,medo
1782,"me da um nervoso quando minha mãe olha e fala ""você tá certa."" não sei se é sério, ironia ou o que é.. ",medo
1783,"meu amiguh! contando cmg eu ja vi umas 6 pessoas reclamando de dor de cabeça hj na tl, mais alguem ai ta com dor? seh loco ",raiva
1784,porem pod vir,medo
1785,sera que a dahyun fez algo no cabelo?,medo
1786,serginho alfinetando a preta,nojo
1787,hoje vênus entra em aquário.,nojo
1788,tenho q ir p tubarão e ta vindo temporal,medo
1789,vai perder o amor da sua vida fica esperta —,triste
1790,"está chegando.....   em são miguel arcanjo, sao paulo, brazil ",nojo
1791,mandei um áudio de 50s pra mãe da amanda,medo
1792,aquele momento que voce começa a desabafar e o  começa a curtir os twittes kkkkkkk,raiva
1793,"sabe quando o coração bate mais forte?  poderia ser um infarto, mas é pior q isso ",medo
1794,acho q a ana paula é a nova emilly,nojo
1795,pênalti pa nois,raiva
1796,estão muito violentas,nojo
1797,"carro avança sobre pedestres na praia de copacabana, no rio de janeiro. será um ataque do estado islâmico? ",medo
1798,dessa participante..... gostei,nojo
1799,quero so ver essa minha nota,medo
1800,e  de gnt assimna minha cuiaba naoooooo,feliz
1801,1 baratosempre escove os dentes antes de dormir!,triste
1802,"abri meu facebook e é pipipipopopo bozonaro 17, quero ver essas pessoas defendendo o coiso quando ele começar a agir...  ",raiva
1803,"twitter mostrando que é a melhor rede social, definindo o que eu tô sentindo agora!   ",nojo
1804,"as pessoas me perguntando sobre minha posição política, só tenho uma coisa pra falar:   e ",raiva
1805,pedrinho matou o pai com várias facadas e depois arrancou seu coração e comeu. depois daí foram mais de 100 homicídios.  e a  é só amores na reportagem.,raiva
1806,almoçar junto com pessoas q comem de boca aberta pior coisa!!!!,nojo
1807,"a verdade sempre vem, mesmo que a  importância do assunto não seja mais a mesma.  ",nojo
1808,"olha o q o cara falou, q escroto! ""se fóssemos bestas n estaríamos na rússia e sim no brasil trabalhando como vc."" que nojo     ",nojo
1809,vagabundo e ladrão igual a todos que soltou. e ainda vão receber 16% de aumento,nojo
1810,mano a rede globo é  um lixo !,nojo
1811,"parabéns pro casal tyren, primeiro beijo depois de sei lá quanto tempo de namoro. hahahahaha não daria nem pra beijo de novela mexicana.   camila, você não merece isso bebê.",nojo
1812,a malta que vai depositar dinheiro em contas de árbitros ......,raiva
1813,"aaaah vai se fodeee, pais lixo do caralho   ",nojo
1814,copia logo meu feed no instagram tambem!,feliz
1815,"eu retweetei, mas não foi pra você querido. espero que entenda ",triste
1816,"sem saco,quem tem vergonha, não envergonha os outros...",nojo
1817,as pessoas seguram maconha igual segura diploma,nojo
1818,dando show de incompetência e falta de carater,nojo
1819,depois me perguntam pq não como salada no,triste
1820,de pai,nojo
1821,"se cada pessoa tivesse o poder de explodir alguém,  só me faltaria a bomba. por que a respeito do alvo eu não tenho dúvidas.",nojo
1822," tem um professor de redação, que paga de bom samaritano, medufpi que assedia as alunas novinhas e tudo mais. ",nojo
1823,"o globo totalmente tendencioso e mentiroso, ridículo a emissora, o jornal e tudo que seja ligado a eles ",nojo
1824,tá difícil acreditar em mudanças políticas e ética nesse país.,nojo
1825,meu deus olhando as coisas no facebook agora vejo como a pessoa consegue ser tão falsa,nojo
1826,a pessoa desqualifica a representatividade dos lgbts e ainda tem coragem de dizer que não é falta de respeito.... vocês só querem um pezinho para se identificar com quem realmente não presta,nojo
1827,"o meu irmão é só ridículo, está a bater na cadela porque ela está a ladrar desesperadamente  para ver se a levam à rua. ele acha que continuar a agredir o animal é a melhor forma de o calar, porque o ladrar dela ""irrita"". ",nojo
1828,a gente nao pode ser legal e educado com mulher que ela ja acha que ta dando em cima,nojo
1829,"crlh, o cara vai ser pai da filha da minha amg e fica dando em cima de mim..   ",raiva
1830,to com   de ter conhecido certas pessoas em 2017!,feliz
1831,"o brasil definitivamente não tem solução,  ",raiva
1832,quem defende mostro é igual ou pior do que o monstro.ning sustenta um máscara por muito tempo.,nojo
1833,"mano do céu, se isso é com minha filha quem estaria impune seria eu porque eu teria matado e a lei é bem clara, para que eu fosse preso a vítima teria que relatar o ocorrido e pelo que sabemos morto não fala ",triste
1834,"gente, só toca sertanejo nos role do rio de janeiro! ",nojo
1835,cambadas de falsos ppq,nojo
1836,petistas... expliquem... defendam...,nojo
1837,"""diga me com quem andas que te direi quem tu és."" show de hipocrisia ontem com  ",nojo
1838,"é muito ladrao nesse país, como q pode um médico desviar mais de 100 milhões da saúde pública   ",nojo
1839,q girl falsa  de um dia ter chamado de amiga,nojo
1840,e o cara encarando os peitos da natalie portman em um evento que está todo mundo protestando contra o abuso contra as mulheres,nojo
1841,vai ficar de nhe nhe nhe mesmo?,triste
1842,esses homens namorando são piores do que quando estão solteiro  !,nojo
1843,"falou mal dos penduricalhos mas usa o mais criticado e pior, sem preencher os requisitos. não adianta passar pano, gente sem saúde, comida e casa e o cara recebendo dinheiro público tendo casa.  ",nojo
1844,"“ah não generaliza” como não generalizar com o tanto de macho escroto, sem educação e o mínimo de respeito pelo próximo. ",nojo
1845,"assisti ainda pouco uma emissora dizer que porte de arma não traz segurança.me diz então, porquê o dono dela vive com seguranças armados até o dente?    ",nojo
1846,eu acho engraçado quando x fala mal de y pra mim dai eu vejo um post de y marcando x como best friend kkkk,nojo
1847,"o mal das pessoas que não te conhecem é achar que tudo que elas escutam sobre vc seja verdade, independente do que vc tenha feito a vida é sua e outra deve tá falando isso pq tu deu o toco né? aquelas coisas de paris kk",medo
1848,quero nome das amigas — qualquer uma menos a gabi peres,medo
1849,"""plus""? no quê? no que não existe? deve pensar que o povo é idiota.  anuncia novas viaturas para dar um 'plus' na segurança http://tribunadonorte.com.br/noticia/governo-anuncia-novas-viaturas-para-dar-um-plus-na-segurana-a/401924…",medo
1850,não vou nem comentar muito... só,triste
1851,"cara! ao invés de ficar inventando mais obras, pq não focar em fazer dar certo os programas q estão em andamento?? ta tudo atrasado, desorganizado, errado e os caras cobrando mais e mais orçamentos ""pq essas vão sair"" ",nojo
1852,outra comuna arrependida,nojo
1853,alguém conhece esse país do temer onde a inflação foi a menor dos últimos dez anos? cinismo ou a certeza que somos idiotas.,nojo
1854,n pego bem com vinho e nem catuaba,nojo
1855,"tem umas coisas que as pessoas postam no tt,tão desnecessário cr,principalmente sobre atos sexuais!!!! ",nojo
1856,não suporto e não tolero,nojo
1857,"ultimamente a gente só presta, só vale alguma coisa quando tem algo pra oferecer as pessoas. quando não temos nada, se tornamos nada.",raiva
1858,"tô com fome e só tem fígado aqui , ",triste
1859,"belíssimo país, governado por um bando de merdas, vagabundos da pior espécie,  ",nojo
1860,gente eu to hitando com o tweet de,medo
1861,"parece que to vendo, a veia tirando o demo do corpo do gael, ele ficando bonzinho virando mocinho e voltando com a clara  ",triste
1862,"incrível como esse tipo de coisa é permitida,  e mais ainda é saber q existem pessoas q gostam.  ",nojo
1863,"que absurdo,  e  ...sinto  e  de vcs...",nojo
1864,meu deus olhem que absurdo?! me diz que isso é brincadeira? essas loucas estão tratando a dakota como uma qualquer. e essas mulheres se dizem são suas fãs? pessoas que a tratam como amante de um homem casado. acordem ela está com o chris,nojo
1865,essa otaria nao mereceu nem o abraço da flavia.,nojo
1866,retrato fiel do brasil...,nojo
1867,sporting continua a facilitar contra o benfica. impressionante. tudo comprado.,raiva
1868,"tenho um ódio mortal do fantástico, de todas horas se eles deram 10 minutos de informação de verdade, é só desgraça sendo expremida até não dar mais pra repetir as imagens  ",raiva
1869,não pode entrar uma menina bonita de decote no trem que esses tarados nem pisca,medo
1870,ranço de quem escarra na rua!,nojo
1871,sabe quando vc pega um ranço da pessoa q n aguenta nem ver ela na foto de alguem q ja te da uma agonia!!! e detalhe ele n fez nada a unica coisa q me enoja eh o jeito q eh muita babaçao e de interesseiro!!!,nojo
1872,"oba, vamos aproveitar pra bombar o nosso candidato ",nojo
1873,respeita as minas que daí eu paro de falar que funk é um lixo,nojo
1874,o país está uma ruína mesmo. nem mesmo música de qualidade é promovida...,nojo
1875,eu não vivo essa realidade!,nojo
1876,por que hétero é tão embuste assim? tão otários e fragilizados que não sabem usar da civilização e partem pra agressão física quando têm sua frágil masculinidade afetada por qualquer coisa que seja.,nojo
1877," menino mimado acostumado a ser tratado como a última cereja do bolo, reprimido durante anos pelo messi. agora com esse comportamento pequeno, mesquinho. um ídolo não manten apenas por suas habilidades natas, o ser humano pesa muito.   ",nojo
1878,o próximo investimento da globo é no  luciano huck....,nojo
1879,qunado a inspiração da música é um ato de estupro de vulneravel já começo errado!!!!,raiva
1880,miriam leitão globonão sabem explicar os juros dos bancos.,nojo
1881,até onde vai isso?,nojo
1882,o que nos faz diferentes,nojo
1883,"se a política brasileira e a segurança não fazem nada, o spotify faz. parabéns pela ação  não podemos ser imundos a este ponto.   ",nojo
1884,"pq pessoas q tem um potencial de beleza alto pra sociedade são escrotas, metidas, etc...? ",nojo
1885,"tava pensando o que leva o ex namorado da sua amiga a mandar msg, dando em cima de vc ?",medo
1886,pessoas que passam por cima das outras com o propósito de derrubadas eu tenho  desprezo e pena,nojo
1887,"o que vai ser do brasil com esses candidatos sujos e corruptos que estão se candidatando esse ano? pensei que não podia ter mais nojo mas o fernando collor me surpreendeu, é possível sim ter mais ranço. oq será do nosso futuro?   ",nojo
1888,"picinni não presta. bom é o douglas, o pedro pereira, o dalot o maxi pereira etc  ",nojo
1889,"se eu já achava jd um lixo, depois de hj tive a certeza que ele é a caçamba inteira! ",triste
1890,"primeiro, o @ falou numa entrevista dos seios da dakota e disse q se ele tivesse ""tetas"" tbm mostraria. agora comentou sobre o tamanho do biquíni e ainda fez uma piada de mau gosto onde sexualiza a menina. esse cara ñ respeita ngm, é uma metralhadora de merda ambulante! ",nojo
1891,"os vascaínos não vão esquecer o que você tá fazendo, não importa oq aconteça você nunca será considerado presidente para quem é vascaíno de verdade, para aqueles que amam o clube e não posições. ",medo
1892,odeio ver os bichinhos abandonados  tem gente sem noção q acha q animal é igual brinquedo q você brinca e depois larga em qualquer lugar,nojo
1893,traidoooor da porra.,raiva
1894,ai mano não tenho paciência pra esse fandom não! uns 85% presta o resto é tudo criança retardada,nojo
1895,começou a temporada dos políticos tirarem fotos em casa humildes dizendo que gostam do povo. besta é quem acredita!!!,nojo
1896,minha opinião é se o nxzero acabou a culpa é do diego somente dele e mais de ninguém,triste
1897,vc sabia q seu cabelo n fica cheiroso enchendo ele de creme?! isso n é pra usar quando ele está sujo. seu cabelo fica com cheiro de podre com creme!,raiva
1898,eu odeio quando ele me olha com cara de cachorro abandonado,medo
1899,"realmente eu tenho muito nojo de ler o site http://globo.com. é muita parcialidade, manipulação e golpismo nas matérias.   ",nojo
1900,é possível bloquear a sic?? estou farta deste canal pequenino. já chega. nem em zapping lá quero passar. a conceição lino hoje perdeu toda e qualquer credibilidade que pudesse ter como moderadora do que quer que fosse.,nojo
1901,será q esse povo não vai ter a dignidade e vergonha na cara pra acabar com essa palhaçada? tudo pelo próprio bolso.,nojo
1902," ele é pai de vdd,nem ela é filha,mt menos a outra é mãe ,pq uma mãe jamais iria admitir isso .     ",nojo
1903,são uma vergonha para o brasil!!!!,nojo
1904,as pessoas que só lembra de vc quando precisa de algo,raiva
1905,eu só beijo meu pai no rosto no dia do aniversário dele e olhe lá. esse cara do bbb age com a filha como se ela fosse mulher dele,nojo
1906,"esse é o nível dessa raça, não tem respeito pelo povo, imagina pela justiça.   ",nojo
1907,como as pessoas conseguem ser tão falsas? pior q qnt mais tempo você fica com essas pessoas mais elas tentam te contagiar e fazer vc ficar igual a elas.. pessoas podres!!,nojo
1908,tanta familia legal no meio do mundo  foi escolher logo essa familia icestuosa...,nojo
1909,"pois é... e a população brasileira, pra variar, sofrendo as consequências dos (dês) governantes ...  ",nojo
1910,"pqp! essa gente chata não cansa de dar bom dia em grupo do whatsapp, não? só entra pra dar bom dia/boa tarde/boa noite! ",triste
1911,almoçar junto com pessoas q comem de boca aberta pior coisa!!!!,nojo
1912,sobre o pai da família que está no,nojo
1913,"e essas pessoas de merda,muitas vezes do lado da gente(quando lhes convem)     e   e um bjo para as boas e coisa mais lindas da minha vida q sao a maioria grazadeussss  ",feliz
1914,"eitaaaa malha mesmo o grosso ,mal educado , da poderosa marcos harter no by nigth",feliz
1915,"aqui, de boas, pensando nos grandes fdp que eu chamava de amigos ",feliz
1916,"amor de pai e filha existe sim , mais desse pai com essa garota chama-se outra coisa !  forafamilialima  ",nojo
1917,o que dizer dessa família que não conheço e já odeio pakas?,nojo
1918,quem não tem caráter ou vergonha não surpreende.,nojo
1919,"sheilla ou ana paula, que seria a mais ridícula? ",nojo
1920,onde aperta p esse embuste da ana paula explodir,nojo
1921,"acho é graça desse povo que fala de tudo e diz q pode fazer melhor. querida em vez de falar, vai lá e mostra se realmente vc faz melhor. ",nojo
1922,"tudo esse airton chega botando a mão nos outros e puxando pra ver a tatuagem, desencosta.   ",nojo
1923,então o fábio coentrão agora é o var?  cada vez mais nojenta,nojo
1924,"maaanooo que merda é essa????? esse pai da família lima beijando a mina, ela chegou virar o rosto!!!! tô achando que ela topou ir pro bbb pra expor abusos sofridos em casa, pq não é possível isso!  ",nojo
1925,a  tem uma preocupação enorme em enfatizar a inelegibilidade do presidente se condenado por unanimidade.,nojo
1926,credi lucifer>>>deus —,medo
1927,mahmoud a ana paula nao foi a única a te chanar de viado... ooo bixa escrota...,nojo
1928,"globo explicando pq o pai beija a filha na boca:""ahh é normal, essa família é assim""ele se esfregando nela na cama, é normal também né? deve ser terapia.  ",nojo
1929,e um pouco de  tb rsrsrs porem cada um cm seus pobremass,medo
1930,"aff, tá achando ruim? vai fazer então capeta!tem mão não?vai cair o pinto se arrumar a casa?aff dessa... ",nojo
1931,tenho  desse programa  pois não foi um  de  e  isso foi  da lei de  kd a  pra defender a moral,raiva
1932,você acha que alguém aí está preocupado em melhorar o país ou a vida da população pobre?,nojo
1933,não sei como o roméo continua. nunca faz nada sozinho.,triste
1934,"man tem um memimo q disse q machismo era ""liberdade de expressão"" ",nojo
1935,a   foi bem menos incisiva ao falar da venezuela e de   em comparação as falas sobre o trump!,triste
1936,"amizades por conveniência, relacionamentos por conveniência, enquanto vc é necessário estão ali, quando não mais, além de se afastar, tentam te prejudicar! se pra conseguir algo eu precise ser assim, não terei nada e ficarei só!   ",nojo
1937,vai votar em bolsonaro reflita mil vezes,nojo
1938,"esse veio lima ,se acha dono do barraco ",nojo
1939,a indignação contra a decisão de cármen lúcia de tentar salvar lula,nojo
1940,esse ayrton parece meus tios bebado,nojo
1941,"psdb um partido de merda, irmão siamês do  imundo, comunista fabiano. ",nojo
1942,"credo pq tem jikooka na minha tl, como eu deixei isso acontecer  ",raiva
1943,eu estava viciada nesses paes de queijo  por coincidência abri um pra esfriar e olha que surpresa. quantas dessas eu devo ter comido já?!,raiva
1944,"qual a desse lucas? é noivo, dormiu abraçado com o mahmoud, fez dancinha sexy com jessica... quanto vale a dignidade do $$ ?   ",nojo
1945,"sabia que não podia ser dessa pixulequeixa, mamadora de dinheiro público  ",nojo
1946,eu choro de rir com esse tipo de pessoa que tem um lance sério com alguém e fica se jogando pra outra,raiva
1947,odeio gente de duas palavras!!!,medo
1948,"analisando o momento político do nosso país agradeço hoje meu pai, que qndo me viu envolvida nesse meio. me pegou pelo braço e tirou a força desse meio. ",nojo
1949,"depois de conca (que contratou pra rasgar $), contratar jc pra preparar aposentadoria dele é normal.    ",nojo
1950,"esse  e essa  da  devem serem macho e femea do   e ganharam muitoooooooo !  , verdade tem que levar tapa na cara mesmo ! ",nojo
1951,é sério que os dois piores ficaram? e o airton ainda fez discurso entregando que sabe o que as pessoas estão achando da atitude dele na casa? fala sério,nojo
1952,"pela mor de cristo lek, n me aguento com casais melancólicos.                 abraços",nojo
1953,preguiça da carniçada q habita o facebook.,raiva
1954,não suporto gente folgada!,raiva
1955,se eu fosse ela nunca mais olhava na cara deste idiota!!,nojo
1956,"queria saber pra que esses homens nojentos arruma família, se quer ficar galinhando não casa fica logo na putaria  ",nojo
1957,entrevistou crianças que descrevem com detalhes como o avô de um colega morreu com um tiro disparado pelo pai desse colega. e se fossem à merda? algum imbecil irresponsável autorizou? como?,nojo
1958,vergonha do,triste
1959,"cristiane brasil, assim como seu pai roberto ""mensalão"" jefferson e seus amiguinhos empresários da pior espécie, despertam em mim os piores sentimentos    ",nojo
1960,la na frente deus cobra  fica dando moral a pessoas errada por alguns pontinhos de ibope,nojo
1961,quando um homem tenta ser gentil e a mulher não está no clima:http://bit.ly/2rquays,raiva
1962,~~ o trambiqueiroé coisa nossamas que vai vai ~~,medo
1963,"homens: gosto de futebol as pessoas: nossa e bom né, qual time vc torcemulheres: gosto de futebol as pessoas: ah e? você gosta? aham e o que é impedimento? e como chama o fundador do seu time? quantos gols seu time tem na história ein?",raiva
1964,quando um homem tenta ser gentil e a mulher não está no clima:,raiva
1965,mahamoud puxando o saco e babando o ovo do lucas  já deu !!! tá chato demais!!!,nojo
1966,entro no meu face e vejo lembranças com pessoas que hoje em dia eu agradeço a deus por ter me mostrado quem é quem e se eu podesse voltar em 2016 eu nem teria me aproximado ou ajudado..,triste
1967,nojo disso tudo!!!,nojo
1968,"em 1990, sílvio santos recebia a ministra zélia cardoso de melo p/ defender o confisco da poupança:  a safadeza agora é c/  e a reforma da previdência.  ",nojo
1969,"o brasileiro é muito desatualizado, no inferno esse hamburguer é o maior sucesso, kinglarva, ô povo sem cultura!        ",nojo
1970,primeiro dia do mês ! vamos ver oq  tem pra nos mostra fora o carnaval,medo
1971,não gosto de aperta mão de ninguém mesmo não !,nojo
1972,"até fala com todo mundo,mas quando chega as amiga ""patricia"" esquece e finge q nem te conhece ",nojo
1973,tive que compartilhar!!!!,feliz
1974,existe coisa pior que gente sem educação ? só gente sem educação que diz que os outros que n tem educação,nojo
1975,pior coisa que tem é um falso esquerdista misógino e machista que te trata como lixo e se finge de bom moço...,nojo
1976,só eu que quero que peguem o vinicius logo ???? não aguento ver ele cm aquele sorrisinho de deboche,nojo
1977,quanto mais eu vivo em sociedade cresce a minha vontade de morar no meio do mato! como as pessoas estão ficando cada dia mais sem educação e sem respeito ao próximo!,nojo
1978,"a rgt nem disfarça mais. assumiu o filho e defende com unhas e dentes. aí se quem tenta zuar seu filhinho. ela vai lá e dá mais um título pra ele, igual a dona florinda faz com o kiko.  ",nojo
1979,"tenho sérias desconfianças que o povo da minha família é zumbi. eles não dormem, gente! que inferno!",nojo
1980,o cara tá ali pra provar que é machão pegador e que existem mulheres que vão ter que nascer dinovo pra ser chamada de mulher!,nojo
1981,"casalzinho que faz joguinhos. se vc n liga eu n ligo, n diz q tá com saudades tbm n digo, vc tem q me amar mais do q eu te amo, vou te fazer ciúmes. não sejam ! ",triste
1982,queria dizer q tem muita gente filha da puta q se diz amigo e tu estende a tua mão pra ajudar mas não é porra nenhuma!!!,nojo
1983,eu li que o delegado do capeta casou com a mãe da laura pq queria a menina,nojo
1984,"jessica não me desce, era a melhor amiga da jaque, na hora da prova escolheu a paula primeiro, era amiga do mahamud, qdo ele era líder, agora a jaque ganhou o anjo já voltou a ser a best! amizade por conveniência  ",nojo
1985,"não acho q a ana pagou mico em chorar,os nervos lá dentro estão a flor da pele, ela foi idiota em acreditar q alguma coisa ia rolar de 'verdade',mas me poupem ficar do lado dessa jaqueline,baita garota baixa,deixa ela ir pro paredão,farei questão de calejar os dedos!  ",nojo
1986,"precisa assistir nada não meu amor, so da mulher ficar com o mesmo cara que que menina ficou ja nota quem é a pessoa ",raiva
1987,"no mundo de hoje, muita gente confunde gentileza como se oferecida fosse... ",nojo
1988,"essas pessoas que enquanto estão namorando são mil e um amores, ai terminam a primeira coisa que faz é postar que tá solteiro, com o minimo respeito  do que sentia pela outra pessoa",nojo
1989,edição colocando a ana clara como coitadinha,nojo
1990,"antes:te vi e já ti quis me vi tão feliz um amor que pra mim era sonho....hoje:amar amei,gostar gostei agora não quero nem de graça ",triste
1991,ainda levou a jessica pqp bom moço de taubaté  define,nojo
1992,"estou anciosa p o lucas, cair no paredão, ele se acha o dono da razão, e q todo mundo tem q dar satisfação p ele vai se foder escroto do caralho ",nojo
1993,ana paula cagando pela boca e patrícia aparando a merda com a dela,nojo
1994,um país desgovernado rouba os contribuintes com a cara limpa.malditos sejam.,nojo
1995,eu não entendo esse povo que acha legal ser ansioso. glamourizando doenças mentais,raiva
