,Unnamed: 0,Texto,Sentimento
22674,22674,você que arrota baixinho e sopra na direção de outro ser humano...você não vai pro céu!,nojo
22675,22675,"acho que a pessoa faz as coisas pra afastar as outras mesmo. cobra,falsa. ",nojo
22676,22676,criatura desprezível essa juíza marília,nojo
22677,22677,a edição hoje colocou a bola de jéssica lá em cima,nojo
22678,22678,"eu não sei se é a droga que tá destruindo essa geração idiota ou se essa geração idiota está usando droga pra se auto destruir. só sei que é lamentável ver tantos jovens cheios de potencial ficarem patrocinando o crime e achando que isso é ser mente aberta, é ser livre... ",nojo
22679,22679,"as formigas estavam tudo com o cú na mão votando desesperadamente, agr que a fav ficou já estão atacando as outras torcidas de novo com palavras ofensivas  sua fav ainda vai ser tombada nn pode sair mais na final pode ficar em 3 lugar hein  ",nojo
22680,22680,"divulga frevo no whatsapp e facebook,  quero ver divulgar cursinhos e concurso! ",nojo
22681,22681,ainda temos que ler isso...,nojo
22682,22682,"agora acabem com os ursos,tigres,lobos,baleias,pandas,gorilas acabem com essa merda toda!! e deixem na terra ritas ferros,cristinas ferreiras...tanta merda para morrer e continuam cá. ",nojo
22683,22683,"eu quase consigo ouvir a voz de deus qd esse cara fala, vcs não?  ",nojo
22684,22684,ja fumou maconha? —,nojo
22685,22685,como conseguem achar isso maneiro?,nojo
22686,22686,"claque do carnide em peso a defender um assassino, clube baixo",nojo
22687,22687,dissimulados. vergonha nacional o stf.,nojo
22688,22688,r7 n deixou eu votar na marina pelo celular,nojo
22689,22689,"  vcs deveriam sentir muita vergonha de proteger o maior ladrão q já existiu! vcs não respeitam nosso país, muito menos nossas leis, preferem proteger bandido!  ",nojo
22690,22690,filmeco do macedo... cruzes! http://ift.tt/2pvkkbq,nojo
22691,22691,vocês vossas senhoras deviam todos ser exercrados de qualquer poder público. vossas senhoras não representam o # vocês representam um # bandido  e o  de1país  total,nojo
22692,22692,que porra vai se foder,nojo
22693,22693,é absurdamente leviano e ridículo,nojo
22694,22694,filmeco do macedo... cruzes!,nojo
22695,22695,"realmente o brasil não tem jeito    (quem colocou esses ministros lá? uma mão lava a outra, nesse país de política e políticos)",nojo
22696,22696,"de sergio machado, aquele...“eu acho o seguinte, a saída [para dilma] é ou licença ou renúncia. a licença é mais suave. o michel forma um governo de união nacional, faz um grande acordo, protege o lula, protege todo mundo.”",nojo
22697,22697,na moral ... esse viegas...,nojo
22698,22698,"não é ódio, é nojo do   assistimos ontem um teatro ardiloso para salvar lula e toda a canalha! ",nojo
22699,22699,"e hoje  não vão terminar com minuto de silêncio em homenagem as vidas perdidas dos policiais no rj? acho que não oferecem ibope suficiente, ou seria nenhum tipo de benefício político para a emissora? ",nojo
22700,22700,"o lula tem... o aécio tem, o temer tem, a dilma tem... o mst e o mtst tem, os políticos todos tem...    ",nojo
22701,22701,"vejam as titetes, que  para ver quem puxa mais o saco do sacerdote da seleção.e dizem que são jornalistas isentos.        ",nojo
22702,22702,eu acredito em  à primeira vista.  ;),nojo
22703,22703,"é lamentável essas pessoas q sentem preconceito, é tão ridículo essas atitudes!  — nem fala, eu nem ligo mas tem coisa que não para passar batido, tipo você está em uma calçada e a... ",nojo
22704,22704,e também do seu colega do curso falar q tá excitado pq vc bateu a perna na perna dele,nojo
22705,22705,gente fico boba o cara era amigo da minha mãe me viu crescer e agr pede pra sair cmg. se mancaaa,nojo
22706,22706,entao. a pteanja gleici pode combinar voto? mortaaaaaaaaaaaaaaaaaaaaaaaaa com esssssssssssses braseeeeeeeeeeeel. a gente realmente nao merece respeitooooooooooo,nojo
22707,22707,"da mesma maneira que tenho  do lula+pt,tenho tb muito  do fhc>bolivariamos igual aos caras(de pau)do stf que não fazem justiça nenhuma.gilmar mendes com sua ""boca mole""me lembra muito o fhc.lula +fhc são fantasmas,esqueletos da  no brasil",nojo
22708,22708,está sendo foda ver wagner e breno falando mal do kaysar  muito nojo dos dois ...,nojo
22709,22709,"""nosssssa muito xenofobica ela""""aff xenofobica escrota""""tinha que ser expulsa, xenofobia é crime""""mimimimimimimi""cadê vcs haters nojentos... pra atacar gleeice vem de bonde né  ",nojo
22710,22710,"gente que muda na frente dos outros,que não tem caráter, personalidade,palavra e muda por causa de outra pessoa! ",nojo
22711,22711,sentei pra assistir o   e pensei que o kaysar já tivesse saído! pq a edição de hj só mostra ele! parece até homenagem pra quem já saiu! chega de palhaçada!,nojo
22712,22712,no brasil ia faltar lixeira...,nojo
22713,22713,sou pobre pobre já passei muita fome mas comer rã acho que como não,nojo
22714,22714,infelismente é muita gente do http://mal.no face nem olho mais porque o baixo nível das pessoas dos grupos tá ainda pior .,nojo
22715,22715,"triste um ser humano valer menos que um cachorro, mas nesse caso aí, fico com o cachorro...    ",nojo
22716,22716,é cada coisa nesse twitter que chega da  pqp!,nojo
22717,22717,o super supremo é superior a um colegiado de juízes . é isso que representa sua soberba e mornidão . a justiça desacreditada ? agradeça aos superiores magistrados .,nojo
22718,22718,nunca gostei dessa deputada! afff...,nojo
22719,22719,"era uma vez um ônibus sem baratas... sim, queridoosss é um conto de fadas !!!!     ",nojo
891,891,o que você acha que falta em sua vida?,raiva
1308,1308,deixe ir o que não te deixa feliz.,raiva
4252,4252,tudo o que você está com  agora está impedindo você de ser  deixe ir a raiva!,raiva
10819,10819,o que você acha que falta em sua vida?,raiva
10888,10888,arrisque-se!,raiva
11104,11104,"nem sempre as pessoas sabem como ajudar, mas ainda assim querem seu bem.                  ",raiva
11485,11485,deixe ir o que não te deixa feliz.,raiva
12441,12441,tempos modernos.talvez nem tanto...,raiva
15935,15935,muitas pessoas passam a vida carregando o mundo nas costas     e muitas outras emoções afetam diretamente nossa saúde. não é tão simples aprender a controlar os…,raiva
16898,16898,"localize sua dor, perceba o porquê dela! trate!               em… ",raiva
20175,20175,"a pessoa perde toda a credibilidade, pra mim, ao fazer uma postagem séria e no final colocar uma # expressando o sentimento, tipo   kkkkkkkk não consigo levar a sério",raiva
21355,21355,"vamo ficar atento com os pets.muito cuidado, paciencia e carinho se seu pet fica nervoso,c medo dos fogos. tenho 2 dogs, 1 fica petrificado, a outra fica doida. os dois tem medo, mas agem de maneiras difentes    ",raiva
21356,21356,não são nem 23h e meu celular já ta quase em 60%,raiva
21357,21357,já comecei 2018 passando a famosa,raiva
21358,21358,das crianças diagnosticada com raiva humana recebe tratamento...,raiva
21359,21359,"-só sei de uma coisa, quando mamãe chegar, não irei falar nada, afinal, eu sempre sou a errada? =/",raiva
21360,21360,só tá rolando aquela inveja de tanta foto de casal.,raiva
21361,21361,aí vc vai viajar 12 horas e o q acontece? vc esquece o seu fone de ouvido ...,raiva
21362,21362,"aí vc faz uma parada o busão lota e quem é premiado com 3 crianças chutando a minha cadeira? pois é, paciência quase 0...   ",raiva
21363,21363,defesa sanitária confirma caso de raiva bovina no df,raiva
21364,21364,"eu não entendo a família da mariziê, falei una 27643883 mil vezes que eu que estou namorando ela e ele ainda insistem no haitiano, sla que diaba quatro é isto ",raiva
21365,21365,"nova atualização da   tá uma bosta,travando meu celular todo. ",raiva
21366,21366,pq mulher tem sempre a mania de jogar cabelo na pia do banheiro ?,raiva
21367,21367,tipo eles já estão resistentes aos insetisidas!,raiva
21368,21368,é muito triste ser minoria historicamente!!! tnc,raiva
21369,21369,dai vc sai do trabalho as 23:20 hs mas só chega em casa as 2:50 por conta de uma empresa de ônibus de merda!,raiva
21370,21370,primeiro dia que saio desde que cheguei de viajem. aí o que acontece? já estou morrendo de sdd do transporte público de lá. odeio muito esses ônibus daqui,raiva
21371,21371,alguem me ajuda a assistir online pq minha tv resolveu n pegar,raiva
21372,21372,aquele momento de jogar tudo pra cima e ir embora,raiva
21373,21373,na moral imagina a cena: tpm+consultório lotado+criança chorando+médico fila da mãe atrasado= eu tô quase matando alguem,raiva
21374,21374,quando vc sabe a letra da música mas não acha em lugar nenhum e nem lembra quem canta.,raiva
21375,21375,"vc vai viajar, chega ao seu destino e a empresa extraviaram sua mala, vc entra em ctt com a empresa e a mesma mal te informar o q realmente aconteceu, vc fica a deus dará em uma cidade sem roupas e objetos pessoais, tendo um gasto a + q n estava planejado no seu orçamento ",raiva
21376,21376,quando eu lembro que as aulas voltam na semana do meu aniversário.,raiva
21377,21377,passou um mês e meio e a placa mãe da  maximus x formula foi lançada em portugal mas ainda não chegou no brasil !,raiva
21378,21378,tenho  de   desse,raiva
21379,21379,ministério da saúde confirmou a cura de um adolescente de 14 anos...,raiva
21380,21380,"queria saber, porque você faz isso comigo? não é nude, então não é impróprio sr twitter. ",raiva
21381,21381,a  está  todo o meu  estou sentindo ele,raiva
21382,21382,desgraça a demonia conseguiu afundar com meu cr,raiva
21383,21383,"se vocês ficarem com raiva, não deixem que isso faça com que pequem e não fiquem o dia inteiro com raiva. não deem ao diabo oportunidade para tentar vocês.efésios 4:26-27 ntlh  ",raiva
21384,21384,"quando penso que  esse dinheiro  ser escolas,hospitais,segurança,que precisamos tanto,principalmente as classes menos favorecidas,me dá uma  desses  tem a mínima consideração aos pobres e suas necessidades.bolsa família?é ",raiva
21385,21385,às vezes tenho a impressão que matei o mosquito...sqn...sai a voar normal.,raiva
21386,21386,"uns lembretes importantes:se pessoa x vai ficar na casa, essa pessoa x merece ter o pingo do bom senso e não ser uma pessoa porca e nojenta ao ponto de eu criar ranço forte dela.pq ela não tá na fucking casa dela! bons modos. adote isso pessoa xbons modos!",raiva
21387,21387,carinha de quem ta puta com o namorado...,raiva
21388,21388,isso já deve ter acontecido alguma vez com você. olha:http://bit.ly/2ecgzuf,raiva
21389,21389,isso já deve ter acontecido alguma vez com você. olha:,raiva
21390,21390,as pessoas procuram tudo na internet. basta colocar no google “atendimento antirrábico no mrj” que a 1a resposta tem todas as infos. e o jornal já deveria saber pois repete a mesma matéria. as referências são as mesmas há mto tempo. equipes qualificadas!,raiva
21391,21391,"existem momento na vida, que matando mesmo!!!",raiva
21392,21392,da  depois de anos com a filhota ou a esposa em casa estou sozinho até quinta e a rita lobo faz...,raiva
21393,21393,queria ver antm mas só chego em casa de viagem no domingo,raiva
21394,21394,terapia da aceitação 18,raiva
21395,21395,quero minhas férias,raiva
21396,21396,guriassss meu ônibus não passa,raiva
21397,21397,gente idiota a gente manda logo pastar!,raiva
21398,21398,tô ansiosa e não consigo dormir,raiva
21399,21399,vontade de socar a cara de uma pessoa.,raiva
21400,21400,terapia da aceitação 20a autoaceitação tem que ser incondicional.,raiva
21401,21401,fui na padaria e por lá tinha passado o  que num momento de  fez uma suástica no…,raiva
21402,21402,compartilhe com seus amigos estressadinhos:http://bit.ly/2mxwj52,raiva
21403,21403,compartilhe com seus amigos estressadinhos:,raiva
21404,21404,queria tuitar  no meu estado de espírito só é possível,raiva
21405,21405,"""stj autoriza a posse de cristiane brasil"". sabia que iria ter um magistrado de merda que iria autorizar isto. bando de golpistas. esse brasil não tem jeito mesmo.  ",raiva
21406,21406,minha versão do tt é só 140 carateres,raiva
21407,21407,meu twitter hoje meu coração  vo chora ;-;,raiva
21408,21408,afe sujei minha calça do sesi já dae vou ter q ir de jeans amanhã,raiva
21409,21409,hoje acorde putó da vidaaaaaaaaaaaa  ₩¥£,raiva
21410,21410,essa atualização do wats!!quando as amigas mandam as coisas só apagam  e dps a gente fica com curiosidades,raiva
21411,21411,joguei getting over it | pior jogo do mundo  via,raiva
21413,21413,"crlh meu primo é muito sonso, deve ser mal de lucas ",raiva
21414,21414,quero conversar mas não tem ninguém,raiva
21415,21415,tô sem wi fi,raiva
21416,21416,mano q isso essa menina paga muito de piranha                  !!! lkkk,raiva
21417,21417,isso de matar macacos por conta da febre amarela é culpa desses governantes de merda que não dão ensino pro povo. um pouquinho só de aula de biologia já evitava essa loucura. se bem que eu também acredito na maldade humana.,raiva
21418,21418,"adriel viado do caralho, boca aberta acabo de me dá o maior spoiler ",raiva
21419,21419,"  não ta contabilizando meus seguidores, ",raiva
21420,21420,meu deus a serachata cortou muito,raiva
21421,21421,o que fazer para lidar com a raiva excessiva? aquela que é desproporcional à situação gatilho e causadora de consequências destrutivas? saiba mais...,raiva
21422,21422,de saco cheio desse app da estáciodesde ontem tentando acessar e não consigo..,raiva
21423,21423,alessia cara foi a única mulher que ganhou um  hoje,raiva
21424,21424,porque tornozeleira não duram? afff... já perdi uma esses dias aí comprei uma nova e agora perdi uma das pedrinhas.... ainnn que  meu!!!,raiva
21425,21425,madruga e nesse momento a gente tá como?,raiva
21426,21426,é incrível como as pessoas só pensam na porra do proprio umbigo,raiva
21427,21427,"odeio quando as pessoas demoram a responder mds cara,agora eu vou parar de responder rápido e vou demorar uma hora pra vcs verem como é bom esperar ne",raiva
21428,21428,"toda  tem  de  um  , se não for de  é de  .. ",raiva
21429,21429,tenho ódio de arrumar uma coisa e vir alguém pra bagunçar td!,raiva
21430,21430,"daí o vasco passa mais da metade do br/2017 na zona do agrião, e numa arrancada chega na libertadores, e com um time ruim!!! o  com um elenco caríssimo, custa a chegar na sul-americana...    ",raiva
21431,21431,palhaçada eu ter que trabalhar o dia todo,raiva
21432,21432,aí vc tá conversando com a pessoa e ela para de te responder,raiva
21433,21433,uma das vantagens de ser escritor é que você pode descarregar a raiva nos livros. é uma ótima válvula de escape. recomendo,raiva
21434,21434,pensamentos  coisas que eu li,raiva
21435,21435,neva em toda a regiao! menos em ferrara!!!,raiva
21436,21436,basta uma coisa simples não dar certo para estragar o seu dia e o seu humor...,raiva
21437,21437,"percebi que não posso ficar deitado na cama usando celular, pq meus pais pensam que estou doente, com febre, com rinite, com depressão, com asma, escondendo algo, me pedem coisas... vou levantar pq to puto, baixei o twitter de novo só para isso....   ",raiva
21438,21438,eu o digaaaaaaa,raiva
21439,21439,não guarde  no  . porque chegará a,raiva
21440,21440,todas essas porras dessas palavras me doe pra caralho me machuca. mais um dia você vai retirar tudo,raiva
21441,21441,la casa de papel...acabando com minha noite....odeio esperar a próxima temporada,raiva
21442,21442,oxe! e ninguém segura nós. ..........                        http://ift.tt/2e8yrxy,raiva
21443,21443,que tipo de pessoa coloca sensor no banheiro? aí a luz apaga e vc fica cagando no escuro,raiva
21444,21444,o   que ao  ficar com   no incrível,raiva
21445,21445,o que você acha que falta em sua vida?,raiva
21446,21446,que isso   !!!estávamos  ganhando de 2....  chega ao empate,raiva
21447,21447,como não ter problemas e não passar  na  1: não se matricule na   ;objetivo alcançado com sucesso!,raiva
21448,21448,"entro no insta pra procurar algo, aí vejo um stories e esqueço o que ia procurar ",raiva
21449,21449,"não sei se sou só eu, mas odeio ficar doente perto de ir viajar. kkkkkkk ",raiva
21450,21450,"tem coisas que a gente vê e não acredita, mas infelizmente a ingenuidade ou desonestidade e tamanha que acreditam! ",raiva
21451,21451,arrisque-se!,raiva
21452,21452,manoooo esse metrô do rio de janeiro é uma desgraça. pqp.,raiva
21453,21453,meu priminho ta jogando aqui do lado e ele não abaixa o volume do jogo e eu to assistindo,raiva
21454,21454,cerveja pra crl e n to conseguindo,raiva
21455,21455,felicidade é chegar em casa e ter que pular a janela pq nao tem ngm em casa .........,raiva
21456,21456,"o pior que trabalhar, é trabalhar e não ganhar nada !! ",raiva
21457,21457,o diâmetro de um vaso sanitário é pequeno para os homens?,raiva
21458,21458,fim de relacionamento dói bastante...mas você já ficou o dia inteiro pensando em uma comida que deixou escondido na geladeira e  alguém comeu ?,raiva
21459,21459,"isso me da um ódio,quer me ver irritada faça isso kkkk      ",raiva
21460,21460,laboratórios brasileiros estão em lista para sorologia da raiva em pets. medida da ue autoriza dois locais: em são paulo (sp) e belo horizonte (mg),raiva
21461,21461,estresse na juventude aumenta risco de depressão na maturidade. olha essa matéria:,raiva
21462,21462,estresse na juventude aumenta risco de depressão na maturidade. olha essa matéria:http://bit.ly/2sflmqj,raiva
21463,21463,queria ir fazer a sobrancelhas mas a moto da minha mãe tá com o pneu furado,raiva
21464,21464,"nem sempre as pessoas sabem como ajudar, mas ainda assim querem seu bem.                  ",raiva
21465,21465,sabe quando você acorda e perde o sono?,raiva
21466,21466,a lei seca me achou ontem.,raiva
21468,21468,e o que aconteceu quando eu cheguei na praça? é choveu.,raiva
21469,21469,só n vou no bar da uniplac pq eu n ganhei o sorteio :(((,raiva
21470,21470,a  está a dominar tudo? - pedro tadeu,raiva
21471,21471,que raiva tô com tanta preguiça pra ir pra escola que raivaaaaa,raiva
21472,21472,"quando eu tô arretada, mas te amo!",raiva
21473,21473,...que novela é essa....coração palpitando....,raiva
21474,21474,"sem celular a  me deixando uma semana sem celular, varios protocolos e nada. ",raiva
21475,21475,atenção só quem já passou sabe como é : deixar a toalha molhada em cima da cama e na hora de dormir a cama está molhada !!!  ksksksksksksksjdj  grr,raiva
21476,21476,tenho 3 xv pra eu ir esse ano e não vou em nenhum,raiva
21477,21477,não sei nem como vai ser o jogo quinta. não sei se vou conseguir assistir. qualquer passe errado vou xingar até a 8 geração,raiva
21478,21478,a pessoa dorme e te deixa falando sozinho...,raiva
21479,21479,da minha garganta,raiva
21480,21480,hoje é o  da campanha de vacinação contra  em  e  em são joão do piauí. a vacina anti-rábica é aplicado nos animais a partir de 4 meses de idade.,raiva
21481,21481,como pode a  cancelar meu pre pago celular sem me comunicar antes,raiva
21482,21482,pqpppppp toda vez eh isso. eu invento de usar calça branca no trabalho e melo de alguma coisa. a pessoa nem pode querer ficar bonitinha,raiva
21483,21483,nada da mais raiva nessa vida!      em cajamar,raiva
21484,21484,deixe ir o que não te deixa feliz.,raiva
21485,21485,nois mata o pernilongo pra dormir em paz e vem a família toda cobrar a treta,raiva
21486,21486,tô com ódio mortal da   mas não vou deixar por menos é mesmo....,raiva
21487,21487,"-tira esse ódio do coração, cara!        ",raiva
21488,21488,do caruso querendo distruir o meu coração.ele tá querendo colocar os amigos para enfrentar o paredão só ódio desse caruso,raiva
21489,21489,minha irmã mais nova ta namorando com um tal de vitor,raiva
21490,21490,"viajei pra desestressar, mas mal cheguei e comecei a passar mal  ",raiva
21491,21491,"a partir de hj eu não vou falar mais nada p thaissa.. quer ficar com as amigas, fica!     ",raiva
21492,21492,tive que comprar um guarda-chuva enooooorme e caroo pra eu e minha filha vim embora,raiva
21493,21493,sobre esse paredão: quem não sabe jogar tem q tomar no cu msm.,raiva
21494,21494,"só fala no neymarpq ñ fala das crianças na síria, isso ninguém fala ne.   ",raiva
21495,21495,"gente pelo amor... essa patrícia é um nojo.. ooo mulherzinha..ranço dela desde o início, nosso santo não bateu..  ela ir p paredão!",raiva
21496,21496,a minha vontade é fazer igual a mãe da jéssica entrar dentro dessa casa e tirar o diego é a patrícia pelos cabelos,raiva
21497,21497, juro não quero ver o final do drama   o final deixo a desejar,raiva
21498,21498,qnd ta solteiro ninguém dá bola é só começa a namorar que vem várias,raiva
21499,21499,"após morte de boi, idaron confirma caso de raiva bovina em propriedade de ro           ",raiva
21500,21500,estou puto e fora de mim. não tem ser humano que aguente gente sonsa à todo momento  se fuder carai,raiva
21501,21501,pq eu mandei o windows desligar.,raiva
21502,21502,"agora entre tantos perrengues da vida, ainda tem que aguentar vendedor de mau humor!  ",raiva
21503,21503,"porquê você sente raiva ?""porquê me deixam com raiva, me irritam pelas mínimas coisas e nem se tocam por isso tenho raiva."" ",raiva
21504,21504,raiva do dia: despachante aposentado cegueta pagando dezenas de boletos digitando códigos de barra q não consegue ler no único caixa eletrônico funcional.,raiva
21505,21505,"raque não pide ficar com radu , ela em que ficar com bruno . ",raiva
21506,21506,não sei pq fui mostrar o joguinho que to jogando pro sálvio  agora ele viciou e sempre tá na minha frente nas fases,raiva
21507,21507,renderizei a porra do video perdi mais de uma hora fazendo isso para o audio nao estar alterado,raiva
21508,21508,mais vamos que vamos na humildade sempre,raiva
21509,21509,to tentando ver o  no  mas a imagem tá uma bosta!,raiva
21510,21510,tem coisa pior que tocar sem querer no stories de quem vc não queria ver.,raiva
21511,21511,quando a fofice perde a paciência!        http://ift.tt/2owce00,raiva
21512,21512,"e olha que, quando eu cheguei no evento, eu parabenizei a organização. fui precoce.  e ainda perdi tempo discutindo com esses caras ",raiva
21513,21513,"odeio mentira, a verdade é sempre melhor, eu escolho se machuca ou não. ",raiva
21514,21514,olhares do avesso: ainda somos humanos http://olharesdoavesso.blogspot.com/2018/03/ainda-somos-humanos.html?spref=tw…quando você sente raiva? when do you feel anger?            http://facebook.com/olharesdoavesso/…,raiva
21515,21515,hoje a segundona tá assim,raiva
21516,21516,ai a pessoa se faz de desentendida!!!,raiva
21517,21517,olhares do avesso: ajeita:  se ama? do you love yourself?                    http://facebook.com/olharesdoavesso/…,raiva
21518,21518,o que está acontecendo comigo!!,raiva
21519,21519,só queria registrar minha insatisfação com o banco da caixa. to há 3 horas na fila.,raiva
21520,21520,heloísa está crescendo mt rápido,raiva
21521,21521,olhares do avesso:  minha máscara cairá (miniconto):  se reconhece egoísta?do you recognize selfish?              http://facebook.com/olharesdoavesso/…,raiva
21522,21522,"quando as pessoas, mídia, imprensa e etc vão parar de dizer aquilo que lhes convém e passar a falar ou noticiar o que é verdade? quando?    ",raiva
21523,21523,"os desocupados já chegaram na praça do bandeirantes, trânsito tudo travado na região, tomara que o temporal chegue logo aí e todos fiquem gripados por pelo menos uns 20 dias!  ",raiva
21524,21524,"e mais uma vez a chuva deu olé em piracicaba ... maior tempo feio, ventania, fiquei com medo ... ela foi embora e ta chovendo na região ",raiva
21525,21525,olhares do avesso: de repentes:  arde de raiva?do you burn of anger?                  http://facebook.com/olharesdoavesso/…,raiva
21526,21526,pronto... quero que o emelec faça mais uns 4 nessa porra.,raiva
21527,21527,"aí eu penteio o cabelo, coloco a blusa e ele fica despenteado de novo e eu só me dou conta disso qdo tô chegando na igreja ",raiva
21528,21528,n acredito que quebrei minha unha,raiva
21529,21529,uma hora depois eu consigo pegar o ônibus para a aula .,raiva
21530,21530,olhares do avesso: a contagem regressiva (miniconto) http://olharesdoavesso.blogspot.com/2018/03/a-contagem-regressiva-miniconto.html?spref=tw…qual é a sua trilha? what is your track?              http://facebook.com/olharesdoavesso/…,raiva
21531,21531,quando eu acordo 11h o dia não rende. isso pq eu nem comecei a estudar,raiva
21532,21532," comprar um  inspiron 15 5000 4gb, tb vale a pena, não trava, os programas nunca ficam ""não respondendo"" ótima relação custo-benefício, você não passa ",raiva
21533,21533,dia chato todos pela rua e eu em casa,raiva
21534,21534,"não comprem essa porcaria   15 5000 4gb, tb, não aguenta uma hora uma planilha e um pdf aberto q trava geral fica ""não respondendo"",compre um  passe  tendo gastado pouco.",raiva
21535,21535,"cheguei em casa um pouco cansado do trabalho, deitei na cama minha barriga começou a roncar   disso",raiva
21536,21536,nós sabíamos que seria jogo roubado pelo árbitro da  a mando do presidente deles e conselheiro do  é muito brasil!!!,raiva
21537,21537,"o que machuca não é o amor, são as pessoas. o amor é só um sentimento.   ",raiva
21538,21538,"numa escala de bernardinho, como foi a sua segunda-feira?    ",raiva
21539,21539,eu não acredito que vai ter show da  aqui de novo e de novo eu não posso irrrrrr até quando meu deus??? até quando isso?!!! vou ter que esperar uma nova geração de artistas vir aqui e eu poder ir no show??!! completamente inconformada!,raiva
21540,21540,ar news : o que está por trás do surto de  na  do... http://alagoasreal.blogspot.com/2018/03/explicando.o-que-esta-por-tras-do-surto-da-raiva.africa.sul.html?spref=tw…,raiva
21541,21541,fiquei sem net ate agora,raiva
21542,21542,ar news : ingenuidade fatal:  pesquisa mostra que a  é ... http://alagoasreal.blogspot.com/2018/03/ingenuidade-fatal-pesquisa-mostra-raiva.mal.avaliada.tailandia.html?spref=tw…,raiva
21543,21543,ar news :  corre para conter o surto de  http://alagoasreal.blogspot.com/2018/03/raiva.cao.tailandia-corre-para-conter-o-surto.html?spref=tw…,raiva
21544,21544,quando minha unha começa fica bonitinha ela quebra tudo,raiva
21545,21545,"ia dormir até a hr da janta, mas aí minha mãe me chama pra jantar  ",raiva
21546,21546,aproveitei o horário de almoço para carregar meu cartão de ônibus.... to a quase 1 hora na fila.,raiva
21547,21547,botei minha prima pra votar e essa fdp só  votou 85 vezes nu o diego em 30 minutos ...eu vou mata essa mizeravi. perguntei se ela era nopau pq só  pode ta querendo tombar meu casal não é  possivel!,raiva
21548,21548,um comentário: como é chato ser seguida/perseguida/stalkeada e n poder fazer nada a respeito!!,raiva
21549,21549,entender o que acontece com você... em psicóloga geniana zinkiewicz,raiva
21550,21550,sério se eu tiver compromisso vou descer com uma,raiva
21551,21551,não tô sentindo cheiro de nada crrl,raiva
21552,21552,me sentindo um pouco madrugadinha nesse momento!!!,raiva
21553,21553,respeita meus kill pô..,raiva
21554,21554,"a maldita da operadora  faz cobranças indevidas, vc reclama, ela diz que vc que está errado. vc entra no site da  pra reclamar e o site só da erro.  ",raiva
21555,21555,aquele momento que vc fica com  desse cidadão falando merda porque alguns estados não querem corruptos e principalmente  nele.,raiva
21556,21556,ser um   para sua  se  ta com  da  pra ela se…,raiva
21557,21557,"genteee q raiva ,eu ia fazer barraco putaquepariu ,foram dormir e não lavaram a louça q sujaram ,não fazem comida ,não lavam a louça q sujam não ajudam em nada e povo ainda torcem pra umas vadias dessas ,viver em comunidade gente     ",raiva
21558,21558,tempos modernos.talvez nem tanto...,raiva
21559,21559,extravase sua raiva... ouça este willwhocast sobre coisas irritantes       http://willwho.com.br/2018/03/willwhocast-44-aquele-sobre-coisas.html?m=1…,raiva
21560,21560,"fui comprar um prime. terminei comprando tudo menos o prime, porque não achei. né fogo ?!!! ",raiva
21561,21561,"aquele momento que o motorista do aplicativo sugere ir por dentro para evitar a tranqueira, só que vc não conta que a rota dele é maior e mais demorada do que a tranqueira que ele queria fugir... ",raiva
21562,21562,começou os friozinhos e eu já tô tendo que passar hidratante na cara pq já tá ressecada,raiva
21563,21563,estou com raiva kkkkkk,raiva
21564,21564,"cara, eu passo a semana todinha  trabalhando orando pra q chegue o domingo logo , e quando chega passa tão rápido q hoje já é segunda!   ",raiva
21565,21565,ainda puta de pessoas não fornecerem os preços dos produtos em sites etc . mas no telefone minha raiva foi no ápice. pior que o lugar é grande.,raiva
21566,21566,fiquei puta de ligar no  para saber um preço de um produto e eles não fornecerem . acabou de perder um cliente. norma de cu é rola .,raiva
21567,21567,boa pergunta...,raiva
21568,21568,qual é a graça de seguir e depois deixar de seguir?parem com essa mentalidade mesquinha.,raiva
21569,21569,se você vai no show que o shawn vai participar não precisa joga na cara,raiva
21570,21570,a vaca que inventou o esmalte não tinha um tanque de roupa suja pra lavar!,raiva
21571,21571,a família da nádia acoita todo o preconceito e palavra de ódio que ela fala. porque no final eles rieem e abafam o preconceito da mãe/esposa!,raiva
21572,21572,tamanha quarta feira e minha mãe chama as amigas dela pra beber aqui em casa,raiva
21573,21573,nessas hrs eu entendo pq muita gente vai para o lado negro das coisas.,raiva
21574,21574,tantos anos de celular nunca quebrei a tela e hoje acontece,raiva
21575,21575,pq sempre na hora de durmiiii,raiva
21576,21576,enquanto o rodrigo caetano escalar o time e o carpegiane sendo marionete o fla nao vai ganhar nada. devolva o meu flamengo nao aguento maisssss,raiva
21577,21577,"criticar o liziero é fácil!quem fudeu a gente nos pênaltis foi o seu barriga do  esse sim, arregão do krl, o ressuscita cássio, entrou pra segurar o jogo, dar experiência, ficou parado lá na frente, sem nenhuma vibração, calado! ",raiva
21578,21578,"aquele momento que vc quer prestar atenção , e povo não cala a boca    ",raiva
21579,21579,"eu vou matar tudo esse putos. nunca tive motivo pra isso, mas agora vou voltar, recordar e matar todo mundo de novo.  ",raiva
21580,21580,esse momento em que não consegue mais suporta...,raiva
21581,21581,odeio quando a pessoa tira foto minha no celular dela e essa tal pessoa demora anos pra me mandar a foto,raiva
21582,21582,"mosquito: aeu: puta merda eu nao posso ter uma noite de sossego, para com isso mano vc n ta vendo que ngm te quer aqui, vai fazer alguma outra coisa caralho vai cuidar dos teus filhos para de encher o saco porra  ",raiva
